project,Kr_cm3_per_cm3_value,Kr_cm3_per_cm3_error,Xe_cm3_per_cm3_value,Xe_cm3_per_cm3_error,selectivity,PLD,LCD,density_g_cm3
f1_ato_24_1x1x1,14.94699706,0.103010735,30.50337561,0.1879797,2.040769493,21.17994,21.87392,0.691151
f7_ssb_303_1x1x1,2.665351607,0.035440957,1.470347715,0.008793365,0.551652439,23.05884,27.8645,0.177088
f1_cdt_13_1x1x1,1.828460257,0.026343817,0.790918647,0.011841482,0.432559933,22.46293,24.3907,0.159436
f2_wmy_12_1x1x1,20.79539946,0.159628565,34.83092886,0.318088637,1.674934349,4.58158,8.09007,0.834308
f7_tpt_158_1x1x1,4.013439261,1.704640717,22.42688875,1.421081666,5.587947716,1.08747,4.79379,1.48037
f7_esg_96_1x1x1,7.372886219,0.129801466,7.155604842,0.09259964,0.970529672,9.7082,12.92022,0.365232
f3_wkh_39_1x1x1,14.09228557,0.061973765,22.99888711,0.168563637,1.632019661,7.35253,11.44873,0.719457
f7_hea_592_1x1x1,5.115953189,0.035425718,4.318082738,0.01177676,0.84404266,10.56055,19.82026,0.3188
f7_pth_273_1x1x1,3.212844964,0.016845972,1.980256408,0.042378217,0.616356043,12.75051,14.061,0.229188
f1_lcya_27_1x1x1,3.910417611,0.040867658,3.302743841,0.089002552,0.844601311,14.0605,17.03998,0.525082
f1_toc_77_1x1x1,12.21473203,0.059125757,16.83496518,0.172924488,1.378250881,8.5084,12.64407,0.60339
f1_jus_142_1x1x1,13.12723905,0.214979788,24.34417407,0.346552141,1.854477852,6.2052,8.31626,1.11364
f1_jus_62_1x1x1,19.16675927,0.252148388,35.47037041,0.984874729,1.85061908,9.58106,11.49717,0.80547
f6_vmh_18_1x1x1,7.787435424,0.165490097,7.836391174,0.135464315,1.006286505,8.0158,8.98176,0.950423
f7_dag_85_1x1x1,2.493731952,0.034754606,1.401666986,0.029680761,0.562076042,14.94685,16.9873,0.245523
f6_acs_62_1x1x1,6.961871445,0.062064721,6.809460467,0.151431438,0.978107758,11.77044,13.06139,0.445839
f7_ssa_93_1x1x1,1.95597352,0.030202068,0.962504716,0.009712661,0.492084738,27.88907,31.10224,0.12643
f5_apo_86_1x1x1,3.371264276,0.024368675,2.157670156,0.014090563,0.6400181,17.56841,20.142,0.210914
f6_smu_64_1x1x1,4.399921146,0.050187394,3.303348786,0.045486364,0.750774543,9.69789,13.78568,0.50394
f6_soj_36_1x1x1,6.940729937,0.076268335,6.936450862,0.119425411,0.999383483,5.94634,8.70147,0.802293
f6_wmf_89_1x1x1,7.159365566,0.084729941,7.337764765,0.031196602,1.024918297,5.91592,13.02839,0.755087
f1_utk_1_1x1x1,1.598690565,0.00405309,0.637538869,0.009149162,0.39878816,22.59598,24.51977,0.162054
f3_wmg_36_1x1x1,7.516313114,0.051357389,8.977438108,0.144807842,1.194393843,10.04654,18.70547,0.608865
f1_soc_351_1x1x1,15.50346881,0.113576129,29.9620323,0.177706215,1.932601837,7.73712,11.48194,0.614701
f1_esg_169_1x1x1,0,0,0,0,#DIV/0!,0.31192,1.42832,2.52313
f1_vmj_3_1x1x1,7.805961564,0.121750916,9.114154124,0.183191033,1.167588906,7.42006,9.46158,0.773919
f6_qtze_27_1x1x1,8.770594536,0.097895963,11.43411801,0.173824045,1.303687905,6.36124,8.50532,0.909841
f1_uox_20_1x1x1,11.45559541,0.102642375,15.74624844,0.344277632,1.374546487,7.96343,8.63076,0.992436
f7_nia_18_1x1x1,16.73682625,0.171963229,27.0117081,0.577358328,1.613908617,4.01711,6.44649,1.13712
f6_ilc_24_1x1x1,34.32021948,0.66387529,85.68141515,1.384472084,2.496528765,4.29751,6.9363,0.943263
f4_whg_13_1x1x1,15.21294201,0.265831892,34.06348763,0.838947724,2.239112435,4.50472,17.3933,0.745406
f6_wkf_76_1x1x1,11.16140099,0.056064005,14.95375877,0.090806231,1.339774351,7.18217,11.59931,0.561816
f7_htp_55_1x1x1,28.78690999,1.307279043,45.97660234,1.275541238,1.597135724,6.19073,7.60936,1.10717
f4_uom_4_1x1x1,5.189787377,0.085347299,5.088121312,0.073146086,0.98041036,11.41725,15.69664,0.413872
f6_wht_60_1x1x1,4.498177808,0.051688708,3.198525112,0.06101511,0.711071293,7.73407,10.05172,0.725874
f7_pts_262_1x1x1,2.556075031,0.020261229,1.473874286,0.030506862,0.576616206,16.0829,19.35036,0.162205
f7_hea_140_1x1x1,2.593058519,0.017310188,1.395528532,0.026994032,0.538178572,13.76066,20.47705,0.250528
f7_ssa_189_1x1x1,1.962007834,0.029176048,0.972869998,0.013532994,0.495854288,28.08559,30.99864,0.127274
f7_wbl_376_1x1x1,5.203764691,0.081870087,5.703513611,0.16011156,1.096036033,12.82997,14.37301,0.365678
f6_unh_12_1x1x1,2.809635282,0.043810401,1.684434599,0.019902062,0.599520731,17.68508,17.99978,0.482751
f6_lcv_42_1x1x1,2.788309266,0.033096369,1.680199258,0.023266344,0.602587123,10.17221,12.01345,0.67959
f5_rtl_72_1x1x1,2.353728827,0.040486869,1.308825967,0.028210902,0.556064892,22.6543,25.03325,0.139495
f5_fgl_210_1x1x1,7.243630631,0.05487119,9.176831471,0.294718176,1.266882857,17.42528,19.29977,0.415783
f6_vmg_17_1x1x1,12.52399848,0.104452516,18.89059828,0.176501215,1.508352009,5.83199,7.75755,0.814973
f6_wid_15_1x1x1,5.533740771,0.034815242,4.729726042,0.049794296,0.854706832,10.11109,14.66108,0.463874
f5_soc_49_1x1x1,13.88658845,0.174679853,19.25367466,0.189346871,1.386494223,7.23253,17.69997,0.519491
f6_wgx_18_1x1x1,8.504022181,0.10867246,11.17511373,0.158201501,1.314097434,4.87343,13.34849,0.974196
f1_bor_167_1x1x1,1.987045449,0.023676625,1.035712441,0.014722888,0.521232386,24.04206,36.30322,0.133577
f6_wmc_27_1x1x1,16.8171453,0.067205289,30.31552162,0.252011176,1.802655629,4.82369,8.74867,0.973962
f7_wbl_850_1x1x1,5.35248065,0.153304626,4.967067288,0.149381815,0.927993507,14.85838,22.81055,0.283751
f7_ssa_105_1x1x1,4.191963998,0.089940146,3.478025129,0.049729901,0.829688693,21.82866,24.13957,0.236045
f4_rkf_46_1x1x1,3.279310612,0.037148764,2.478067736,0.071854698,0.755667282,19.50725,22.85668,0.239171
f5_csq_159_1x1x1,10.87975368,0.196259455,20.48549698,0.466018407,1.882900807,24.18488,24.70863,0.474366
f4_whc_3_1x1x1,3.75041558,0.039145685,2.914636759,0.054304179,0.777150344,25.56441,28.58365,0.254726
f5_ftw_87_1x1x1,3.302398593,0.045370196,2.120697161,0.015209309,0.642168745,12.27446,26.61242,0.200743
f1_flu_100_1x1x1,14.79451244,0.032934445,26.01392993,0.298542521,1.758349931,3.61882,8.97644,0.951508
f1_uos_21_1x1x1,9.339970373,0.08743004,13.77948153,0.236807976,1.475323902,15.43565,15.93733,0.857019
f4_upb_27_1x1x1,14.93022369,0.243241955,39.98741466,0.413433821,2.678286373,8.71093,9.45019,0.973038
f6_uku_36_1x1x1,1.846955734,0.017055318,0.766366091,0.014436204,0.414934736,14.37698,25.69918,0.33231
f6_cds_9_1x1x1,4.392954825,0.075235871,3.133184625,0.032225416,0.713229421,6.40678,10.77234,0.481505
f7_apo_174_1x1x1,9.489492235,0.112267661,11.25406683,0.140694688,1.185950371,9.58734,13.80088,0.446034
f6_vcz_82_1x1x1,7.749379385,0.101166265,8.618177627,0.121013569,1.112111977,11.63004,14.3043,0.463337
f7_flu_112_1x1x1,11.9596103,0.055121688,17.18275734,0.081662802,1.43673221,5.11353,12.9498,0.527188
f5_ibd_364_1x1x1,28.23176463,0.486955413,88.02881094,0.948508792,3.118076822,4.2955,7.91815,0.739422
f7_icd_638_1x1x1,23.69352113,0.34015694,53.76325126,0.537464376,2.269111921,5.4439,11.22272,0.693855
f4_wid_5_1x1x1,23.78897257,0.614203574,54.194547,0.777071767,2.278137353,4.91643,9.60337,1.0305
f5_hea_206_1x1x1,5.055596492,0.038334003,4.013570954,0.080311523,0.793886727,12.31065,18.03088,0.278295
f1_smg_46_1x1x1,7.759625965,0.09427216,8.726840633,0.085360966,1.124647074,10.49123,12.74622,0.680752
f7_stp_55_1x1x1,4.988913831,0.036729425,4.655358139,0.030608581,0.933140619,27.10339,28.48942,0.27528
f6_umo_6_1x1x1,4.386880129,0.107467539,4.604255875,0.045003113,1.04955133,24.64378,27.21057,0.295636
f1_sxa_6_1x1x1,19.01846175,0.21194228,48.41852685,0.201868494,2.54586977,3.56812,5.41295,1.14783
f4_umw_28_1x1x1,2.57823194,0.035905942,1.552104659,0.016333435,0.602003503,29.58851,30.58582,0.187632
f7_soc_532_1x1x1,11.43969454,0.083756253,14.89511407,0.235997928,1.302055226,9.01659,14.49647,0.439015
f7_ibd_681_1x1x1,20.92155302,0.111329716,40.47740918,0.415474827,1.934722969,4.8463,9.13099,0.596201
f1_fgl_174_1x1x1,12.49329152,0.301313132,21.61366295,0.480320134,1.730021501,15.82458,18.08621,0.478949
f7_ssa_37_1x1x1,2.65447512,0.024516675,1.560104719,0.044091243,0.587726254,20.30763,21.65731,0.249197
f1_hwx_17_1x1x1,7.456953668,0.063884233,7.038264881,0.108009263,0.94385257,11.92707,12.9321,0.494779
f1_pcl_17_1x1x1,5.175300942,0.057004762,4.382373134,0.075355315,0.846786145,10.03539,13.10029,0.614746
f4_wha_37_1x1x1,8.892685249,0.106584373,11.0389122,0.130782288,1.241347454,6.75401,15.97337,0.460488
f2_wnb_10_1x1x1,10.17831274,0.112290115,11.79214473,0.122085745,1.158555944,7.34887,9.92155,0.885449
f7_stp_365_1x1x1,2.640309227,0.04896277,1.835487906,0.031699242,0.695179143,37.48195,39.8345,0.126386
f6_qtze_34_1x1x1,9.126715011,0.144619301,13.37628078,0.322000019,1.465618327,10.03898,12.9693,0.51341
f7_rtl_36_1x1x1,3.209040005,0.044621298,1.847424721,0.020383612,0.575693889,13.53,14.97288,0.330237
f5_wbl_731_1x1x1,4.697920924,0.046764323,4.813015551,0.075019814,1.024499056,14.56505,17.21168,0.440556
f6_vcz_93_1x1x1,3.149599094,0.059854869,1.981283031,0.020175585,0.629058801,17.185,17.97011,0.341159
f1_fgl_86_1x1x1,4.964524084,0.023749539,4.241807617,0.13429586,0.854423817,14.76268,17.8787,0.402635
f1_zzz_46_1x1x1,15.45808713,0.145733025,26.27634897,0.37445888,1.699844796,6.94721,12.28812,0.553027
f6_rkf_57_1x1x1,4.437565998,0.050527362,3.474610621,0.152872936,0.782999199,10.04205,12.57315,0.587116
f5_pth_413_1x1x1,3.105360655,0.041050697,1.894619921,0.010453048,0.610112683,15.21962,16.80415,0.189763
f7_cor_667_1x1x1,9.272891047,0.048972772,11.19402544,0.059956993,1.2071775,8.33289,17.67421,0.43268
f5_stp_333_1x1x1,2.174862566,0.015722778,1.224414038,0.011142354,0.562984557,41.0502,43.51485,0.101665
f1_ssb_193_1x1x1,4.553421145,0.055565948,4.092592023,0.057131325,0.89879497,14.89367,24.23823,0.228422
f6_ukr_41_1x1x1,3.499089149,0.058328257,2.331683328,0.036010962,0.666368654,12.29341,19.36635,0.510961
f7_wbl_657_1x1x1,4.728464167,0.031060387,4.443485065,0.07835366,0.939731149,13.64911,16.3868,0.272618
f2_wmx_3_1x1x1,8.993450685,0.150897599,13.88643442,0.275809746,1.544060774,6.12815,7.96695,0.839168
f7_zzz_227_1x1x1,6.605047066,0.094005425,6.865695406,0.144213025,1.039461996,12.72113,17.38642,0.327859
f1_the_74_1x1x1,6.369058512,0.046923876,6.268618153,0.093335908,0.984229952,12.3294,17.68857,0.51925
f5_anh_135_1x1x1,2.559988149,0.035238806,1.484646224,0.010857986,0.579942616,18.59189,20.3921,0.178575
f1_whp_8_1x1x1,12.16575357,0.0324643,16.77011536,0.222120014,1.378469099,8.51494,11.4703,0.644718
f5_cml_69_1x1x1,2.704941064,0.014963787,1.55397604,0.008316338,0.574495341,19.39454,22.69842,0.173557
f4_umy_31_1x1x1,2.742959591,0.026839529,1.650215696,0.024209888,0.601618668,19.55397,23.26445,0.215003
f6_wmy_55_1x1x1,7.753892891,0.089943717,9.289054175,0.071265387,1.197985877,8.57461,11.50071,0.739306
f7_ssa_283_1x1x1,4.424940132,0.064408047,3.741078075,0.068973044,0.845452812,30.49395,34.96211,0.243081
f7_ssc_17_1x1x1,8.009517996,1.27063437,10.39057952,1.110746054,1.297279003,1.33122,4.00087,1.36016
f1_pcu_58_1x1x1,12.96058006,0.132392126,17.71663119,0.300499352,1.36696283,6.37804,10.18949,0.57422
f1_ocu_26_1x1x1,15.66040139,0.698634995,27.90752095,1.451266382,1.782043785,2.17177,11.08918,1.22268
f6_uke_32_1x1x1,16.93889241,0.185961778,44.7616074,0.474804333,2.642534489,5.15798,5.90262,1.18488
f7_sqc_190_1x1x1,6.104573721,0.043259625,5.922593522,0.053146606,0.970189532,11.88776,15.69618,0.319259
f1_ubo_27_1x1x1,14.07980198,0.195073843,18.78327694,0.22294578,1.334058317,7.60442,9.84715,0.638812
f6_umk_46_1x1x1,2.171582656,0.037868738,1.161918875,0.029923507,0.535056251,30.93484,33.01816,0.256885
f5_tpt_210_1x1x1,18.8703691,0.275406978,49.50047545,0.54310747,2.623185333,5.47401,8.71692,1.02807
f1_bor_96_1x1x1,2.974392284,0.017761134,1.76211191,0.010328948,0.592427542,13.87162,21.03685,0.294195
f6_whi_76_1x1x1,7.987281411,0.098790682,10.49691591,0.119855203,1.314203841,16.82237,18.48317,0.492472
f5_anh_108_1x1x1,2.869361032,0.033195771,1.805649436,0.041247656,0.629286247,16.81984,20.20131,0.219209
f6_smt_69_1x1x1,2.516743813,0.041436186,1.364096359,0.024062612,0.542008428,21.14761,22.65877,0.284341
f1_sxg_51_1x1x1,8.445721779,0.128351624,10.68938247,0.205663959,1.265656477,6.86218,13.85937,0.690365
f7_htp_23_1x1x1,11.91023205,0.170494199,18.72711216,0.190600353,1.572354936,14.25311,16.89105,0.419053
f7_hea_224_1x1x1,13.95420992,0.139126873,23.13080663,0.511227269,1.657622092,6.39133,11.0076,0.590332
f4_upb_40_1x1x1,4.984950367,0.073752551,2.986354909,0.061528414,0.599074151,16.94307,18.48863,0.281734
f7_wbl_940_1x1x1,9.043875949,0.129736856,12.70549941,0.314211386,1.404873251,12.89881,16.96998,0.37291
f4_uki_20_1x1x1,3.088685118,0.04494615,1.902283673,0.048478115,0.615887862,13.97971,17.58403,0.274633
f1_ukk_9_1x1x1,10.68371119,0.886305949,31.2115503,1.087132372,2.921414641,5.04001,5.75498,1.56001
f5_hwx_196_1x1x1,3.862359083,0.046600082,2.783704536,0.060936394,0.720726498,15.98352,17.84106,0.252091
f7_cml_157_1x1x1,2.71071126,0.025415149,1.44804436,0.016748862,0.534193509,14.59277,17.56663,0.258074
f2_cor_562_1x1x1,15.57997688,0.054980825,24.81413414,0.078220324,1.5926939,7.22841,13.06604,0.537859
f3_wml_26_1x1x1,8.381788845,0.236927708,13.94755337,0.494900608,1.664030629,17.54737,18.62232,0.91664
f1_tfs_25_1x1x1,6.590773717,0.071535885,6.436851784,0.14556813,0.976645848,11.36286,14.61157,0.723111
f7_rtl_184_1x1x1,4.188320537,0.044928436,2.914473793,0.023380409,0.695857389,12.21876,13.45109,0.338158
f7_wbl_381_1x1x1,2.604992194,0.041690761,1.591073637,0.027401617,0.610778658,17.82771,19.18848,0.207028
f1_wmh_5_1x1x1,9.140475584,0.116379095,10.34472423,0.095624849,1.131749014,9.9048,11.44999,0.84232
f7_ssc_70_1x1x1,11.70332631,0.423854176,36.11805153,0.39380363,3.086135563,2.81506,5.02747,0.9745
f7_bor_168_1x1x1,2.289563818,0.039796575,1.388033129,0.03321192,0.606243477,22.21707,33.84554,0.139009
f7_pyr_78_1x1x1,14.16513897,0.077327546,21.6724406,0.376188543,1.529984326,7.44762,11.05338,0.497283
f7_eea_150_1x1x1,5.88497738,0.055528284,5.913002583,0.106682563,1.00476216,11.30441,22.25999,0.334947
f1_ssa_206_1x1x1,4.480293602,0.023333399,3.975849149,0.137471181,0.887408171,21.87077,22.76982,0.335912
f4_smn_20_1x1x1,7.400054976,0.031814027,7.171915303,0.093511322,0.969170543,12.27843,14.05438,0.492089
f4_unw_1_1x1x1,4.011578689,0.0385788,2.945737566,0.062025641,0.734308808,13.35041,25.49278,0.372255
f6_rob_68_1x1x1,3.359643494,0.033342417,1.966134461,0.017937978,0.585221159,8.29215,11.06643,0.419912
f4_sxc_68_1x1x1,4.875583897,0.070261349,3.749921844,0.042712119,0.769122617,11.8655,15.51872,0.350541
f7_jxj_72_1x1x1,3.792927107,0.05564669,2.614859386,0.050867106,0.68940407,16.72271,20.77025,0.241771
f1_lcye_18_1x1x1,8.316640117,0.093544729,11.25104199,0.137120493,1.352835019,7.92288,10.32184,0.840157
f7_rtl_280_1x1x1,4.697701307,0.039264515,3.510100015,0.034039598,0.747195231,10.7358,12.72394,0.328095
f1_flu_96_1x1x1,13.93294456,0.167455792,25.50873911,0.195915211,1.830821834,4.56439,11.82128,0.79531
f6_uon_16_1x1x1,16.99801629,0.43896243,56.12859272,0.691910279,3.30206724,12.55724,13.05557,0.980553
f7_pth_257_1x1x1,10.38428667,0.086477393,11.65080139,0.205647258,1.121964538,7.84758,9.46353,0.506467
f7_soc_251_1x1x1,7.291141866,0.115109697,7.716678952,0.121153156,1.058363572,9.3926,14.6681,0.387096
f1_tsx_48_1x1x1,19.75401806,0.24036517,36.3956603,0.455443298,1.842443405,5.11631,7.60462,0.706372
f6_sol_4_1x1x1,29.36595162,0.207448223,67.54071148,0.312838198,2.299966722,5.81077,8.23784,0.756981
f7_hea_511_1x1x1,10.33379421,0.090459401,12.63243039,0.209934669,1.222438742,7.35563,15.46009,0.488604
f1_whh_52_1x1x1,15.25784465,0.150163085,29.08103212,0.208369114,1.905972487,5.28003,11.87453,0.843463
f6_bcu_28_1x1x1,11.83114942,0.092386006,16.91175183,0.120443422,1.429425936,6.37463,9.0515,0.861297
f2_cor_172_1x1x1,30.28544421,0.272422323,88.96365657,0.297771527,2.937505422,4.22205,7.25284,0.875696
f5_ftw_84_1x1x1,4.053573225,0.023331312,3.195083153,0.048132927,0.788213997,11.89408,25.4297,0.220545
f6_ilc_31_1x1x1,9.647703982,0.371006861,13.6107393,0.164675439,1.410774971,2.63823,4.80793,1.68245
f7_tpt_11_1x1x1,4.717435827,1.434711389,6.93093926,1.541132081,1.469217497,0.94393,3.55634,1.51152
f6_snk_41_1x1x1,15.9838742,0.150635436,25.79533714,0.307173477,1.613835095,4.39907,7.43657,0.893643
f6_wkg_13_1x1x1,3.798876932,0.04215265,2.590534697,0.023267711,0.681921195,11.07775,14.97817,0.456637
f6_sxi_57_1x1x1,4.856282042,0.063510335,4.148231017,0.043274366,0.854198949,10.80339,15.69155,0.505429
f6_wnc_7_1x1x1,10.0464669,0.061488932,11.60686828,0.111370717,1.155318421,7.00593,14.00655,0.744537
f1_flu_103_1x1x1,8.644266281,0.068632864,9.804573958,0.270463328,1.13422859,7.05505,16.42867,0.503455
f4_ukl_18_1x1x1,7.129897503,0.104872418,7.25042298,0.111303007,1.016904237,8.6244,12.56621,0.448498
f6_smp_12_1x1x1,2.821747312,0.046539208,1.652416396,0.033989654,0.585600415,13.1683,25.13714,0.440209
f1_jus_171_1x1x1,7.336721459,0.11101143,9.653911096,0.200124775,1.315834484,13.50305,15.7762,0.468644
f5_pth_542_1x1x1,2.48359454,0.010918688,1.42058923,0.013198786,0.57198919,18.12549,21.08113,0.142323
f7_anh_205_1x1x1,2.640619587,0.048381659,1.361050512,0.017145465,0.51542847,11.91666,15.21035,0.277455
f5_scu_138_1x1x1,3.854310752,0.068938041,2.759926537,0.039696745,0.716062278,20.13602,23.5996,0.226226
f7_hwx_82_1x1x1,4.885655183,0.10361992,4.295817887,0.129746747,0.879271608,13.80118,17.75407,0.296882
f1_whk_3_1x1x1,7.13799925,0.073979602,8.044876358,0.092642525,1.127049202,5.80322,12.2462,0.814376
f7_toc_196_1x1x1,11.41583966,0.173374206,15.3413853,0.376341971,1.343868324,8.94905,13.55115,0.455912
f3_wmg_32_1x1x1,6.861613733,0.114478923,6.961378993,0.106217263,1.014539621,10.63407,17.38949,0.623379
f5_ith_138_1x1x1,5.085374942,0.101864071,4.069785575,0.119923653,0.800292136,10.89459,17.12946,0.308816
f4_snx_1_1x1x1,15.03549618,0.135007638,28.82880864,0.225233912,1.917383258,5.85235,9.17508,0.752454
f7_zzz_235_1x1x1,6.320133889,0.06991554,6.088261541,0.077003554,0.963312115,14.88206,16.53153,0.36944
f1_scu_196_1x1x1,17.17770436,0.326075889,30.0402185,0.614889049,1.748791216,7.72825,9.62856,0.796845
f7_ibd_391_1x1x1,42.72043582,0.794502402,100.9168369,0.790549428,2.362261409,3.7012,6.24495,0.917628
f6_lcy_53_1x1x1,4.596127677,0.063499533,3.733955679,0.049790208,0.812413393,11.6182,14.73017,0.332449
f1_jus_45_1x1x1,5.283536273,0.069594171,4.853959375,0.043070503,0.918695193,19.61667,23.0131,0.271692
f1_shp_2_1x1x1,18.35323629,0.111009351,30.2958226,0.15256497,1.650707381,6.76272,11.05242,0.691016
f1_sit_80_1x1x1,6.517170394,0.07662888,5.687056443,0.077570156,0.872626631,9.12237,10.39113,0.571552
f4_uol_20_1x1x1,2.813327838,0.026006058,1.777182688,0.031057321,0.631701241,18.23502,20.63985,0.243677
f6_vby_45_1x1x1,2.819582378,0.009141435,1.546055495,0.024468685,0.548327833,11.49409,16.27954,0.34095
f1_umw_23_1x1x1,5.19903805,0.052398892,4.616306031,0.08487057,0.887915415,13.97849,14.7863,0.619298
f6_why_30_1x1x1,8.567521941,0.087413481,9.629498263,0.137637918,1.123953732,7.75481,11.90628,0.554503
f7_czz_214_1x1x1,7.822425901,0.112916559,7.735211526,0.060286265,0.988850725,6.91726,9.68492,0.452784
f5_anh_71_1x1x1,6.282251776,0.037651449,5.991163067,0.124103731,0.953664909,11.01395,12.97361,0.374551
f1_pth_333_1x1x1,14.68404923,0.146588767,25.87038934,0.185406723,1.761802139,5.26493,6.81048,0.750096
f1_ssb_219_1x1x1,8.34339023,0.086324185,13.03640375,0.203555697,1.562482802,9.64788,17.59472,0.382907
f6_crr_15_1x1x1,1.883777874,0.014922611,0.883956012,0.021054816,0.469246414,16.58536,29.5379,0.196622
f1_toc_90_1x1x1,4.494581836,0.090204859,3.474848862,0.054762612,0.7731195,16.43447,20.7137,0.258639
f6_lcv_32_1x1x1,1.839334705,0.02623154,0.865451036,0.018619211,0.470523953,19.69684,21.60699,0.239256
f3_bsn_24_1x1x1,17.73847255,0.164863474,30.48530986,0.165762509,1.718598362,6.09095,9.66018,0.743736
f6_una_26_1x1x1,3.18609277,0.034767409,2.194365876,0.064542245,0.688732574,30.45168,32.19834,0.246236
f3_wie_21_1x1x1,20.35043932,0.217729877,40.36682325,0.220472588,1.983584856,4.59054,7.60937,1.06484
f5_ith_152_1x1x1,9.852926687,0.141429448,11.07590012,0.25576625,1.124122859,8.24935,12.7523,0.462681
f5_stp_448_1x1x1,2.420835605,0.050403368,1.407501967,0.032758571,0.581411627,40.44926,41.98804,0.139285
f1_myd_97_1x1x1,15.44160748,0.346540437,30.17575372,0.703997462,1.954184741,9.30769,13.1016,0.546054
f1_myd_35_1x1x1,8.301629151,0.112988385,10.29473976,0.202687931,1.240086683,13.57959,16.76474,0.36907
f2_icd_468_1x1x1,11.19035188,0.832211182,22.33117677,0.991492024,1.995574135,2.06572,4.05577,1.63431
f4_wmf_42_1x1x1,7.44237643,0.105170696,8.868800986,0.17455815,1.191662511,9.33208,18.71325,0.456247
f1_hea_188_1x1x1,10.47999522,0.120385161,13.31408541,0.186406023,1.270428576,10.06807,17.52236,0.415292
f4_wmj_9_1x1x1,5.507452815,0.041591678,5.363133001,0.103669472,0.973795542,16.60299,21.04453,0.333674
f6_wib_1_1x1x1,11.02669199,0.145822059,16.42151223,0.430551351,1.489251014,8.05223,11.9668,0.582167
f1_wbl_175_1x1x1,4.929207239,0.060219209,5.228998291,0.102009698,1.060819324,14.53813,15.64514,0.338554
f7_jxj_70_1x1x1,5.11675275,0.072968146,4.143811462,0.099921125,0.809851807,9.7067,12.19486,0.389535
f7_cor_752_1x1x1,6.882241271,0.04312615,7.015744233,0.069640868,1.019398181,9.49976,17.57603,0.366453
f6_afw_40_1x1x1,3.881279125,0.015574335,3.134541083,0.041516604,0.807605169,13.96059,14.07689,0.396707
f7_shp_166_1x1x1,13.58921059,0.143730431,21.99872299,0.376349538,1.618837448,7.45162,9.87401,0.704697
f6_wmb_21_1x1x1,2.97290488,0.052528127,1.837710605,0.019707123,0.61815318,17.84137,19.32138,0.302817
f1_uod_16_1x1x1,20.42359354,0.189445664,51.00422478,0.583627222,2.497318833,3.7997,5.30457,1.28514
f1_umr_24_1x1x1,10.23671361,0.092286013,15.32904447,0.213425308,1.497457588,16.99311,18.08373,0.562644
f1_smc_51_1x1x1,8.198074256,0.075641331,10.78518084,0.119540314,1.315574915,6.9689,12.81353,0.684533
f7_sit_68_1x1x1,1.851231894,0.020680752,0.821278414,0.005118661,0.443638863,22.46657,25.59558,0.151404
f6_smr_18_1x1x1,6.429733893,0.065132918,7.016100711,0.124059221,1.091196125,10.91359,11.82008,0.966159
f5_tpt_131_1x1x1,18.82016033,0.712461664,45.28874593,1.432372393,2.406395331,2.35062,7.62023,1.28502
f5_scu_256_1x1x1,2.406563377,0.029003754,1.439801981,0.01568576,0.598281348,26.42302,33.95591,0.136405
f2_wnd_53_1x1x1,13.52526618,0.076219911,23.0118871,0.088253706,1.701399943,5.79163,15.2126,0.70902
f7_ssc_59_1x1x1,24.27992908,0.408035183,65.12501851,0.853241716,2.682257361,3.15862,7.53197,0.948702
f1_ssb_18_1x1x1,10.48955415,0.046789121,13.54708354,0.116256142,1.291483255,7.01692,11.17503,0.636411
f7_icd_185_1x1x1,19.17475243,1.018550201,55.91153936,1.699933721,2.915893677,3.05585,7.12463,1.04636
f7_ssc_114_1x1x1,1.909711658,0.826878093,2.799472202,1.037703158,1.465913554,0.83245,3.5247,1.85179
f7_jus_120_1x1x1,10.27063287,0.145656867,15.26719778,0.139292913,1.48649046,15.84162,18.77675,0.40191
f1_jus_143_1x1x1,13.35795166,0.271560011,17.46022128,0.390387993,1.307103194,7.69443,13.11427,0.878961
f2_icd_459_1x1x1,16.01445827,0.532726134,38.5125193,0.784102628,2.404859325,1.69495,5.58289,1.28901
f5_flu_8_1x1x1,6.225747733,0.117097208,5.013193828,0.080469737,0.805235619,6.9322,20.08946,0.332795
f6_snm_36_1x1x1,3.978063906,0.04773936,3.216835277,0.022686284,0.808643439,19.25334,19.36884,0.664019
f5_ssc_1_1x1x1,20.52080597,0.667380926,42.88426183,0.975585661,2.089794226,2.4571,5.95664,1.03756
f7_apo_219_1x1x1,5.75899281,0.047234488,4.830911105,0.052330227,0.838846525,9.75118,12.97872,0.449442
f1_ocu_6_1x1x1,19.8591237,0.294962363,34.5944597,0.380783606,1.741993264,2.96247,11.37082,1.07742
f7_pto_209_1x1x1,2.945942196,0.033792965,1.823945158,0.027064641,0.619138135,18.74957,31.01307,0.208651
f3_why_49_1x1x1,14.01227494,0.169578613,51.78646529,0.405294073,3.695792832,3.95093,4.59453,1.95352
f6_lcx_39_1x1x1,4.896850359,0.11215541,4.325088206,0.052674371,0.883238794,7.48714,18.55326,0.702682
f1_stp_7_1x1x1,9.812972419,0.128567595,14.92842819,0.189397305,1.521295236,16.15605,17.84349,0.389959
f2_iac_170_1x1x1,22.13731509,0.378381039,38.42314821,0.413845932,1.735673366,3.0385,4.69878,1.26208
f6_vmi_22_1x1x1,5.903628089,0.052166224,5.417355391,0.132956078,0.917631549,10.40201,12.62268,0.588891
