project,Kr_cm3_per_cm3_value,Kr_cm3_per_cm3_error,Xe_cm3_per_cm3_value,Xe_cm3_per_cm3_error,selectivity,PLD,LCD,density_g_cm3
qmof-9bd849f,23.26676866,0.192243865,53.47822705,0.279591882,2.298481059,9.05211,10.01942,0.751328372
qmof-2ff52f1,9.354206774,1.475570513,76.41273151,1.249854494,8.168809323,3.75759,4.70647,1.5837810938929695
qmof-b6953dc,29.48627509,0.762420616,79.17421635,1.88674729,2.685120997,4.53333,8.452,1.1656564109510008
qmof-3873aad,4.416533384,0.039933585,3.133447619,0.027714978,0.709481248,8.57144,10.17882,0.6033785029680464
qmof-09412cc,4.686019086,0.027729542,3.525761313,0.019499245,0.752400118,10.52554,13.68797,0.4437342179041697
qmof-f204bbf,9.129837383,0.096601997,11.13429256,0.080541781,1.219549932,7.33353,18.75129,0.4606308741791852
qmof-6e4f021,18.38655087,0.705389776,69.56786673,1.244515307,3.783627894,3.90362,6.78244,0.9610724676753918
qmof-8e251f4,20.52585742,0.266874075,40.57276212,0.683271091,1.976665885,5.69192,8.51462,0.8251496071516656
qmof-f850962,3.95864566,0.254243679,58.36781316,0.308973143,14.74438941,3.42984,4.91009,1.4014127544546444
qmof-79d5925,2.776724379,0.044015717,1.665093031,0.033796021,0.599660897,14.77242,24.34755,0.2262337664099558
qmof-63e34f0,17.77208563,0.270465084,26.18041861,0.275590705,1.473120215,8.76289,9.36435,0.5661852166110204
qmof-e26ad1d,25.15630621,0.726406714,65.40085169,1.466172199,2.599779599,6.26256,7.44167,1.0913163017181904
qmof-521f649,46.29764126,1.414885628,57.67317003,1.434284645,1.245704283,3.95251,4.42359,1.4378308611439985
qmof-51bc7ba,20.81075724,0.284419022,43.69960449,0.425319364,2.09985653,12.27398,13.01454,0.627927037
qmof-a517cdf,26.48426504,0.232465025,63.58895073,0.499160325,2.401008699,5.10676,7.35571,0.7136417061987457
qmof-2ff6d74,22.66962873,0.188283272,54.6580288,0.704295771,2.411068547,5.56339,7.17483,0.7477892962400999
qmof-d47a6e2,6.277064048,0.070035562,5.826540123,0.065399201,0.928226967,8.76635,13.80967,0.4383351316426668
qmof-dccfdea,21.31533292,1.194032019,66.92863987,1.620036518,3.139929371,3.75753,4.57139,1.2570871555572003
qmof-06d1650,6.542924612,0.058631725,6.05374214,0.07299059,0.925234891,9.36661,16.39826,0.7008544099944184
qmof-22e4ccf,23.98189496,0.801546567,49.13801985,0.586781416,2.048963184,3.26315,7.5258,1.364218017273943
qmof-5fd4252,5.768645051,0.101171213,4.610262568,0.063112422,0.799193316,9.28986,12.0122,0.5278255625886312
qmof-cc4c6c7,33.46728593,0.865753345,120.3739527,1.402157976,3.596764702,4.14702,4.75988,1.0502312323609386
qmof-2fabd00,10.57240154,0.08943305,15.60361486,0.431925462,1.475881786,15.34995,15.61592,0.691203927
qmof-1205501,12.78527446,0.396007999,81.19000817,0.812980208,6.350274953,4.10543,7.67941,1.2014929340479654
qmof-77b6816,29.95620677,1.757865072,23.83327635,1.499768462,0.795603947,3.03192,4.30504,1.1506402423334297
qmof-9f315fd,18.44624495,0.612428013,80.80237335,0.971936803,4.380423961,5.23275,5.53314,1.2499098765940733
qmof-84391bd,26.12916124,0.422036745,84.33583098,1.047617831,3.227651673,5.05811,5.88789,1.2773443217776923
qmof-d378af7,42.95343074,0.637246847,94.57550522,0.95875589,2.201814933,6.71879,7.62581,0.9422338431274412
qmof-c05dfdb,15.14643487,0.392895802,42.15224657,0.81966592,2.782981403,5.64967,7.84408,1.0474424652176453
qmof-cc16ed1,39.56993745,1.278660142,71.5966436,1.129620882,1.809369643,3.86567,5.07147,1.102009467314089
qmof-22ea14a,19.63779449,0.214068035,75.58319569,0.489291717,3.848863768,3.73221,7.46102,1.147778620993249
qmof-700d2d4,31.7633589,0.243684521,93.6494755,0.405761825,2.948349253,6.31778,6.54134,0.9704290117052036
qmof-096b649,13.6566326,1.221067498,80.17908517,1.590474662,5.871072872,4.402,5.49539,1.2055112873993623
qmof-7986c05,28.79073956,0.20452562,67.62767635,0.464636972,2.348938491,7.82586,8.76968,0.8153212502412421
qmof-a42e6fd,2.833080128,1.305565492,67.62418167,1.370148075,23.86949137,3.26037,4.84236,1.4745227891639012
qmof-7f3b860,6.692060964,0.10512393,5.981657012,0.065502793,0.893843772,8.54649,11.37427,0.4417083869993233
qmof-1f66d12,29.55580203,0.184960378,81.73650657,1.031594187,2.765497837,5.07585,6.80197,0.8906663734952831
qmof-5a37225,18.94834723,0.479177505,51.94588307,0.769806025,2.741446652,12.14432,12.94148,0.8674377556450265
qmof-29f1fa9,36.06323248,0.702748587,83.43558548,1.638548418,2.313591427,4.21554,5.82586,0.8579706048787342
qmof-08ff76f,12.59884214,0.63862717,26.09321407,0.374777705,2.071080325,3.0857,4.94272,1.620249424343912
qmof-eb9b4b0,8.72444854,0.066820642,12.01146607,0.135144522,1.376759347,6.11541,13.68064,1.0203592509031838
qmof-5df6560,24.41364605,0.268866368,59.40526919,0.48206946,2.433281333,6.55842,7.3265,0.9295521524562425
qmof-decffa9,11.15401716,0.179923905,15.06904296,0.123167304,1.350996932,9.35789,13.18981,0.4741712650579613
qmof-c7f9786,11.29479197,1.774797805,24.87558061,1.606560748,2.20239387,4.13272,4.60042,1.411148648708991
qmof-7af11ed,25.27719079,0.225766288,42.23664965,0.730389394,1.670939228,7.99047,8.54492,0.7360040851313907
qmof-76aeb73,6.917284815,0.086003673,6.250844941,0.067271492,0.903655857,10.43475,13.43519,0.4184764809242352
qmof-9e36c75,19.50385149,0.558093591,1.080675674,0.065774319,0.055408321,3.20646,3.84138,1.602616700732335
qmof-5b25fa3,32.87225766,0.50251859,90.94801126,1.097768536,2.766710221,5.35128,7.29777,0.9404887950565431
qmof-cd9dd93,17.39273269,0.189278179,28.86058495,0.23186392,1.659347353,8.71732,9.78488,0.6306145582545185
qmof-f85760f,7.077343548,0.090440904,6.643578638,0.103369643,0.938710774,8.10714,16.27024,0.6064885588707367
qmof-87274e3,32.97030501,1.381323495,17.75644821,1.785262772,0.538558809,3.60104,4.19195,2.206101121828397
qmof-eeaea8a,5.377547279,0.067897614,6.569676063,0.183840958,1.221686342,19.55528,19.87192,0.9696249372983616
qmof-16edcac,10.9308366,0.125079744,14.93385153,0.337981398,1.366213042,10.87783,12.38307,0.5828007804385225
qmof-fb68eb8,11.23648076,0.082914545,16.50041581,0.26455863,1.468468301,17.59724,17.76055,0.6421613032789443
qmof-f5fec52,27.29233429,0.618439312,67.43675007,1.159067057,2.470904443,3.31222,4.80447,1.2234806794430388
qmof-1bb0dd9,16.83554863,0.155619009,39.75706122,0.372083469,2.36149484,3.56291,11.51652,1.1062675179826416
qmof-651fd87,2.650030779,0.02905832,2.160425158,0.042468713,0.815245308,20.12766,20.27346,0.9940180383040093
qmof-a099a7e,24.94071741,0.344744711,30.88774607,0.169801396,1.238446576,3.53689,8.17774,2.232549953028342
qmof-11baec4,23.32564124,0.078018922,59.84402479,0.443894242,2.565589695,5.81634,7.85359,1.0012077810011524
qmof-0acccbc,7.501228928,0.09694835,7.048244048,0.070516206,0.939611911,8.96085,11.99364,0.4809936064009349
qmof-20f15a8,4.640207432,0.06320232,3.711913829,0.07364276,0.799945667,12.651,15.97149,0.3330410498124226
qmof-ff04ba3,6.884667969,0.113142463,6.873100368,0.123805832,0.998319803,9.72799,12.72123,0.3983941069143059
qmof-7833268,4.161988468,0.686187664,85.92621728,0.708506059,20.64547222,3.70618,5.177,1.0399691162152531
qmof-cdee87c,25.24724153,0.963054498,53.82434567,0.677680807,2.131890155,3.13378,6.47682,1.5102688188344209
qmof-236db9d,30.54339371,1.155340257,85.41553135,1.035845331,2.796530476,5.43031,6.60231,1.105192041189035
qmof-25bf9fa,7.689784564,0.160626458,45.27597127,0.173534511,5.887807505,5.2121,6.98213,1.802605769120757
qmof-a4d16f2,9.488720798,2.728335145,51.45441626,2.791459431,5.422692622,3.56923,5.1361,1.5417922782702935
qmof-154e6f7,37.14859276,1.859199868,21.86205121,2.467134259,0.588502809,3.23061,4.0982,1.528951628
qmof-5c01e0f,29.05885811,0.765981447,81.0856718,0.491831441,2.790394292,6.10792,6.93764,1.4110712106155907
qmof-d46f640,12.98232756,0.183162278,24.15439343,0.303148269,1.860559542,6.27399,12.65452,0.9581632429814332
qmof-e771041,17.61489105,0.67061072,33.06548729,0.450113002,1.87713266,5.83244,6.8487,1.7753235378980037
qmof-c93885a,23.35448542,0.334644856,54.80666322,0.635833155,2.346729642,4.8896,6.98311,0.8926156303913196
qmof-aa6660b,5.231060497,0.10370158,4.532554931,0.033260318,0.866469607,13.11496,19.97976,0.3685844723004227
qmof-920b878,32.10752826,0.293495788,69.3258833,0.880049767,2.159178456,7.72321,8.3021,0.7050848832265905
qmof-7ab3b8f,3.352791905,1.945518158,53.30752971,2.079842523,15.89944477,4.04085,4.83018,1.4522718938124335
qmof-7ef4a0e,15.88516438,0.145433353,24.85217606,0.292905485,1.5644897,7.74864,10.73167,0.6842194297101827
qmof-b1626c0,5.932661079,0.339574336,37.49392795,0.519676161,6.319917396,4.4069,5.3781,1.2913858018670163
qmof-6e1e8c2,19.06453275,0.266347814,34.61864463,0.394417212,1.815866409,5.64171,7.6253,0.8014335385045404
qmof-915bbb7,11.22354169,0.877310992,67.16298721,0.818318798,5.98411705,5.14902,5.95272,1.1766631327392747
qmof-dcc1e81,48.02849326,1.720141623,116.2574338,1.549432212,2.420592983,4.42359,5.11111,0.986149944
qmof-1eac763,17.09498463,0.118537514,31.87734727,0.326376769,1.86471927,9.18443,10.21157,0.798920323
qmof-261717e,24.94378184,0.510164098,66.54227131,0.701181382,2.667689757,4.25626,6.98134,1.0109303361532436
qmof-46c6f8b,26.20851236,0.592462817,87.14537387,0.970137833,3.325078993,4.13948,5.68761,0.9603259218418888
qmof-555bacb,7.228238318,0.149073594,7.142522079,0.054686254,0.988141476,5.82428,9.27288,0.943416977
qmof-fea8031,22.96403419,0.574447454,124.0247841,0.584015539,5.400827357,4.65004,6.18358,0.8991771125626439
qmof-15b32d5,15.00549221,0.583048794,138.4990565,0.825432355,9.229890935,4.79379,5.84787,1.0110398584169638
qmof-3f46332,27.76155796,1.276889078,27.28295196,1.011486478,0.982760118,3.17012,6.56742,1.4696935717689952
qmof-79f0214,12.19055363,0.19840386,17.34826051,0.277721052,1.423090455,8.31783,10.68833,0.5396847426451633
qmof-6f15100,10.58485902,0.483025059,37.37037852,0.625403134,3.530550425,3.13481,4.93669,2.094913409435984
qmof-f9d1025,4.38568068,0.705744491,43.41448664,0.605217255,9.899144468,4.36638,4.8063,1.344354314858768
qmof-be23234,10.11670854,1.255257235,62.66110247,1.282492844,6.193823046,4.7467,5.28739,1.4445984340800566
qmof-f967a86,34.3865766,0.302820115,30.88280894,0.428715574,0.898106529,3.1875,4.35962,1.3483967552821925
qmof-7322852,6.801798178,0.844024104,57.11443447,1.00699433,8.396961064,3.03382,4.70077,1.273968602196851
qmof-7718a1f,19.86827133,0.041590516,34.28866835,0.5361716,1.725800287,9.72069,10.08579,0.6883134474033705
qmof-a5abc50,6.656324068,0.104033534,7.226948099,0.207448894,1.0857266,11.35608,15.31838,0.3803946133087096
qmof-e471501,26.01735425,0.222051776,70.85384713,0.505026665,2.723330223,5.15501,7.41514,0.8910768872235404
qmof-48537be,12.72723952,0.231911775,23.78474176,0.539965424,1.868806015,8.75591,9.75524,0.8888765571872668
qmof-f27819b,25.21922502,0.369143485,67.85862958,0.699214059,2.690749994,6.58349,7.76377,0.7451977121912104
qmof-6cea7d6,13.08225748,0.166623589,19.68824592,0.385686638,1.504957836,7.67901,9.97093,0.7659318400097372
qmof-f2d60f2,32.03049799,0.59780828,50.80317717,0.863119296,1.586087647,3.89478,5.75848,1.0884810536526024
qmof-b9be990,45.59684041,0.791314252,76.79662393,0.778575785,1.68425319,3.7274,4.88219,1.1270311969169513
qmof-71f9121,4.98758397,0.258804389,0.027761857,0.004312436,0.005566193,3.15743,3.94337,1.4539751535244172
qmof-7d840cf,13.94547323,0.113355414,18.36657476,0.334023391,1.317027716,9.40216,11.8829,0.6551835822524316
qmof-ff091c1,26.53939249,0.264804193,46.5918971,0.702626025,1.755575118,7.61433,8.52981,0.7402346901581093
qmof-bab1656,13.48651698,0.153359478,19.99471239,0.195358036,1.482570513,5.18785,8.31288,0.7061193284868446
qmof-9adf032,6.076947444,0.045364365,5.228403909,0.109176051,0.860366814,8.92662,16.27156,0.5826793772617025
qmof-106adc0,18.07664799,0.569127813,74.49774144,0.944818699,4.121214368,6.30698,6.86513,1.5094155963482874
qmof-e010c6c,14.33361862,1.076315287,88.003873,2.375872366,6.139682891,4.05833,5.2817,1.9489577968422984
qmof-dff11a8,8.431928826,3.269574575,54.61722658,3.330197473,6.477429745,3.09057,4.29241,1.6860860203558252
qmof-531f3cc,10.10988957,1.259829802,97.27739254,1.387610218,9.622003473,5.10744,5.79042,1.186651799441814
qmof-fe92906,25.2209392,0.318649505,90.22486817,0.370587495,3.577379393,4.98943,6.54484,1.4164411353976318
qmof-f786c31,19.65285108,1.494434805,33.76869784,0.79899853,1.718259488,3.55272,5.14985,1.2260642079540034
qmof-18c41a2,67.13509899,0.986846202,74.11310022,1.687654797,1.103939688,3.7884,5.26889,0.9369796145463372
qmof-2cdf06a,16.93659589,0.39728835,25.62458612,0.283467109,1.512971454,9.64749,9.8983,0.7645783779954984
qmof-0e64acd,34.60686054,1.035279765,111.7452337,1.754166778,3.228990783,5.04928,7.33675,0.8817680138573809
qmof-5e02b87,28.9688171,0.501699787,73.68184721,0.797841015,2.543488295,6.80332,7.95072,0.8434549920195815
qmof-b9ae1a9,26.64814464,1.204527716,91.26427858,0.993519544,3.424789224,3.90117,5.43419,0.9841414396321172
qmof-05c81b9,19.21162111,0.201104814,37.93950088,0.493101226,1.974820379,5.6231,8.53877,0.6532260624930424
qmof-46c0e50,15.37611491,0.186382262,22.23711664,0.48001458,1.446211658,7.74459,9.87459,0.5987545968321332
qmof-adb1dab,22.86802893,0.180408588,66.8912043,0.426216986,2.925097065,6.56841,10.18902,0.8597577868779867
qmof-6c18b0c,27.94418639,0.422544799,90.38303014,0.445825654,3.234412656,6.75929,7.04911,1.247154158168059
qmof-d6f338e,13.60233624,0.370077106,20.01763158,0.30990466,1.471631875,3.54295,5.46243,3.234753401801694
qmof-cafa193,6.381459137,0.118673492,5.896461201,0.080108533,0.923998897,7.1342,12.99785,0.4572065820785699
qmof-a4cfbb4,26.24929503,0.808748715,69.52122884,1.673247959,2.648498893,3.81383,5.94577,1.2578423543668482
qmof-56deb62,28.18812059,0.451659873,56.94702832,0.67142914,2.020249208,4.36522,6.17009,1.1575227588855543
qmof-572b289,32.85552822,1.35031798,47.88459996,1.103883917,1.45742901,3.36177,4.68541,1.2774508513091083
qmof-ee70fde,29.01638242,0.174213659,64.19064641,0.565091298,2.212220858,5.6509,7.16723,0.6670221402457389
qmof-1a95d9b,30.99354111,0.342398974,88.53278098,0.529168491,2.856491315,8.69967,9.66024,0.7131514123795288
qmof-2f5ad9e,40.82043929,0.654818105,87.57572458,0.761269545,2.145389077,6.03707,6.95249,0.97029035
qmof-4f3b572,13.1652964,0.186311946,17.45921029,0.340725017,1.326153985,7.08112,10.92066,0.6569785467081063
qmof-17704ef,18.6024611,0.196095828,32.91468238,0.33033208,1.769372461,5.48779,10.21697,0.9794934626636068
qmof-aef39ca,9.832900612,0.325577573,7.190516993,0.818385424,0.731271196,3.51111,4.15666,1.4657847865177134
qmof-a377fcc,25.04595401,0.390170645,54.34127743,0.949616435,2.169662909,6.45701,7.31425,0.8226508350351958
qmof-ef6e774,29.55741105,1.813788932,58.47227707,2.329805184,1.978261119,3.07598,4.50415,1.1637804965307637
qmof-270bfcd,4.837958409,0.069352842,3.831488245,0.047227123,0.791963866,13.59737,16.04998,0.5326710194312351
qmof-6247dea,15.91476213,0.771937483,9.424599733,0.849377507,0.592192309,3.92801,4.04481,1.9204506847558016
qmof-fc68b48,12.57693199,0.124626515,17.94280645,0.246567748,1.42664415,7.80308,9.98797,0.669245879
qmof-5014204,,,,,#DIV/0!,4.14005,10.99284,0.8257729538637022
qmof-c389047,42.20407107,3.067159464,29.64180606,2.607433582,0.70234471,3.36856,4.20794,1.3888458991259738
qmof-4fb74dd,,,,,#DIV/0!,7.07868,8.51017,0.91241586
qmof-1b44fef,4.436343172,0.430577888,23.49514152,0.477242111,5.296060427,3.84818,5.81859,1.4357693564164236
qmof-7873cd2,5.643786632,0.056156894,4.930578978,0.123544864,0.873629586,8.35286,11.85156,0.7120815833839125
qmof-425fd89,13.30716049,0.399643997,49.86167112,0.910080274,3.74698052,4.28892,5.73969,1.4607085469834653
qmof-bb28adc,20.80858319,1.13250718,58.71200735,0.596831462,2.821528349,4.99241,5.19654,2.362953527079968
qmof-2991840,30.70265719,0.653305625,87.00772424,0.846773068,2.833882543,6.53435,6.94756,1.6348999574257002
qmof-78ac6fb,45.31423454,0.28728872,94.4898437,1.152716418,2.085213281,6.23234,7.27899,0.7561613083351263
qmof-d5b7dd9,16.55593431,0.214480352,37.03311733,0.345170135,2.23684853,6.24987,7.34694,1.0316728467935066
qmof-55f31fe,6.746012699,0.057181284,6.677261195,0.190126114,0.989808572,9.51564,15.42583,0.9356193836384246
qmof-a89e4a8,6.116247085,0.100947659,5.828833697,0.120416892,0.953008212,9.94744,14.11815,0.4133105893962747
qmof-200045d,5.721795088,0.0871781,4.702195575,0.079686045,0.821804259,8.14463,11.36929,0.748928503
qmof-1123a6c,1.720277089,0.019651358,0.713221652,0.005054352,0.414596961,17.44409,25.59605,0.167297474
qmof-51e588e,10.30939717,0.117991703,16.28186428,0.105490978,1.579322632,20.22696,20.57801,0.632173812
qmof-ca08021,23.29349395,0.425222508,53.47628645,0.500136182,2.295760634,3.37882,5.64243,1.2076823681372806
qmof-99cef49,8.788629391,0.12764099,11.15567932,0.271004622,1.269330953,13.74118,13.87062,0.7719537758253504
qmof-a9bd3f7,25.83544893,1.017064697,61.29013329,0.858598799,2.372327009,4.67873,5.50691,1.115860861678941
qmof-355e9d2,38.79124103,0.789646205,43.70854158,0.682628027,1.126763167,3.3648,4.58747,1.0491674214588826
qmof-a1a5849,31.34092145,0.426695738,93.41677991,1.029498984,2.980664753,8.17787,8.31611,0.9251702558030186
qmof-1eec32d,21.048,0.108638797,59.64376801,0.594557472,2.833702394,6.36705,7.99402,0.7892751128847906
qmof-130053f,10.78950006,0.708689337,65.25186883,1.436592993,6.047719399,4.60991,5.43262,1.2512559426328835
qmof-3026c2e,15.92294971,0.537449291,69.5390479,0.528994126,4.367221475,5.45997,6.35119,0.9823675158990168
qmof-b62b6d8,8.456940587,1.016540002,47.79227361,0.912984886,5.651248595,3.68174,4.71475,1.3424286840343205
qmof-76e7dc6,15.6160567,0.120657273,22.7345342,0.361881657,1.455843471,9.47696,11.95975,0.5199936494248696
qmof-0ceea80,17.39543804,1.044575623,0.229537585,0.034716137,0.013195275,3.05001,4.01083,1.2076536186939415
qmof-14291f8,1.470270305,0.921527027,38.69521664,0.961986545,26.31843717,3.15665,5.44387,1.489070288760629
qmof-f8b6fb6,28.63127186,0.563695652,78.538451,0.826753265,2.74310032,4.76073,7.83461,0.8976624811818393
qmof-ec6f717,24.02806648,0.325454657,55.89593108,0.380461613,2.326276695,7.52391,7.95623,1.020902408192817
qmof-5af8d99,7.304505458,0.079100664,6.989369149,0.068738758,0.95685727,8.10375,16.28964,0.5995088381586661
qmof-3a44113,6.542217762,0.039683431,6.025492526,0.213553403,0.921016809,10.84625,13.73393,0.3872196260118495
qmof-b8f9178,24.14313483,0.479566605,78.75280571,0.69502011,3.261913014,4.12354,7.82147,1.3210852652667742
qmof-c620f0b,16.61007653,0.079719106,25.17208522,0.363525996,1.515470755,7.49194,8.88721,0.5256253995662298
qmof-2e932db,13.30222589,1.627470035,124.3900811,2.04797404,9.351072685,4.3112,4.7945,1.283770916236583
qmof-e6e8ebf,0.469973438,0.03043546,0,0,0,3.19591,3.52301,1.3945491179420249
qmof-32fa595,23.66685904,0.444439694,47.68805054,0.44520425,2.014971673,3.74828,7.5289,1.2967085088723298
qmof-f9dbc15,24.80705391,0.195542805,53.78484998,0.49471453,2.168127266,4.62949,6.98055,0.8610917322306904
qmof-3bb58fe,8.848595583,0.076779663,10.74405483,0.15233464,1.21421018,12.23262,14.88443,0.5069665919213637
qmof-05d5e8e,28.97514452,1.245412609,60.91023928,1.431816722,2.102154805,3.62093,4.35577,1.2875847796542144
qmof-ec7b9ee,26.67130423,0.367412749,71.46433117,0.440196772,2.67944644,8.07196,10.8631,0.7899264092391994
qmof-2f0e952,27.80606362,0.625883104,42.57252847,0.607642838,1.531051969,5.50122,6.80111,1.234930503015001
qmof-1ecad92,42.43152368,1.718869207,91.76240166,1.867964386,2.16259973,3.67749,4.47283,1.2274736113260192
qmof-f547d31,13.32909281,0.510733675,63.13093751,0.710229035,4.736326649,4.98437,5.98373,1.1319242919750137
qmof-bc2bf53,9.06036184,0.084962764,12.94035773,0.313591266,1.428238514,24.52939,25.18275,0.380081992
qmof-27df7c3,34.69615604,2.121847633,73.31168406,2.076068599,2.112962715,3.78623,4.56155,1.0981078268475777
qmof-14b40ea,3.552860264,0.390822927,11.46448689,0.721361156,3.226833042,4.14363,5.48799,1.2919097246586424
qmof-dc77ffa,5.746377933,0.040021022,4.747635945,0.036922739,0.826196258,8.71268,16.28126,0.5629633025214632
qmof-74b00a0,8.7794724,0.11745476,13.24560463,0.182201437,1.508701666,9.91402,12.1644,0.6610672968951173
qmof-77d3bda,25.90798557,0.236922047,68.68532797,0.595344202,2.651125761,4.91573,7.43248,0.745413267
qmof-ef90e65,32.23041397,0.324629639,65.79035901,0.985328927,2.041250822,6.70208,7.41433,1.0063801929221248
qmof-ac61250,15.0727678,0.176856561,24.27058583,0.172776475,1.610227541,7.5689,9.65877,0.6589306070779025
qmof-f1c514f,7.735532326,0.106702448,8.124351807,0.128459494,1.050264088,7.30124,15.2862,0.6474112473377637
qmof-85cd36a,13.29906504,1.179635834,69.42094121,1.218346455,5.219986593,3.27226,4.39767,1.4809985182705483
qmof-b0b952a,6.334480841,0.076473357,7.359437105,0.073564057,1.161805883,20.15248,20.46892,0.6479083857828406
qmof-27a6787,2.087721846,1.42197406,52.75592035,1.524199426,25.26961168,4.3545,4.96506,1.4909210550353946
qmof-a8bcd49,27.00965211,0.405825284,74.62096407,0.947456913,2.762751766,4.01257,5.83171,0.9950031961587166
qmof-5b41050,7.566944534,0.034910179,7.599141765,0.107462121,1.004254984,7.88454,12.64302,0.8744166029346296
qmof-faf2699,20.4479768,0.262718377,61.90852894,1.01330631,3.027611462,6.13802,6.67452,1.1884204882683318
qmof-4d5bb8c,29.97336548,1.439183869,97.21411139,1.250277838,3.243349882,3.54221,6.05055,1.2404919094492242
qmof-cf29560,11.76825419,0.172851742,16.00497727,0.271714585,1.36001288,4.91718,7.87363,1.030431438527545
qmof-fffd0e2,21.45054317,0.132079566,49.64632435,0.45630123,2.314455348,5.49401,6.94836,0.8579215422117182
qmof-1df3ec5,15.54897331,0.711068541,35.02867425,1.100945329,2.252796603,3.7433,6.3829,1.3364556131114358
qmof-c3ab250,9.688886526,0.269216653,15.55679437,0.350309327,1.605632838,8.83539,11.517,1.7468796033683511
qmof-f624613,6.964151804,0.044875805,6.681690727,0.137475285,0.959440706,10.54219,14.02626,0.3783571075835195
qmof-98f4038,25.57476335,0.44242948,27.94554219,0.472736114,1.092699933,3.42094,5.30625,1.3136968425722326
qmof-6812d65,28.07411277,0.301091155,67.73451885,0.93348508,2.412703811,7.02475,7.32805,1.007829640406478
qmof-93f225f,24.75769095,0.576313623,71.61717312,1.175683012,2.892724256,4.98821,10.4879,1.0114977588954202
qmof-24e85d6,22.04113101,0.281677613,50.04586971,0.912947347,2.270567226,5.72491,8.09607,0.7769420526320663
qmof-48f26c5,0.009184829,0.001770631,0,0,0,3.03385,3.30038,2.457235197866451
qmof-c702b6f,31.67883748,1.48063598,63.95062398,1.281481486,2.018717512,3.79534,5.56583,1.121436266256759
qmof-66f177a,23.96798901,0.598449475,49.13794762,0.853708771,2.050148955,3.2047,6.78964,1.7159270466599266
qmof-e2c1370,5.492199844,0.054917007,5.321049932,0.109360375,0.968837639,18.71898,19.51771,0.3829925935162466
qmof-c9c2b82,13.24727767,1.317607456,43.29754955,1.611597376,3.268411113,3.53406,4.63682,1.7997368750261535
qmof-44fa197,31.02089042,0.899042014,85.19975821,0.986211027,2.746528454,4.53471,8.44801,1.1651283558062828
qmof-7817ae0,10.63088697,0.074604317,15.71993156,0.186671383,1.478703669,16.64568,16.88607,0.6459141446775102
qmof-28c2c0e,26.1005672,0.376276617,44.17316667,0.341602762,1.692421714,5.32412,7.02831,1.234109197183238
qmof-cc33e17,9.052133099,1.899811518,41.99775193,2.367867138,4.639542025,3.07713,4.82718,1.3849980630715273
qmof-38301b9,8.275953815,0.922583616,96.01622001,1.000986273,11.6018313,3.15546,5.53121,1.3142039392006373
qmof-7d61873,12.51403006,0.764131293,32.38973719,0.537624442,2.588273885,3.4957,5.21822,1.182479199203376
qmof-92e7fb5,24.47836982,0.317244364,53.73183797,0.868552845,2.195074197,5.48688,5.89024,1.285386373
qmof-55d44ac,27.46975248,0.509974754,9.895400623,0.429100014,0.360228969,3.3754,4.22091,1.422944354039952
qmof-6400cd1,15.73011543,2.290112645,57.85915876,2.423038859,3.678241207,3.00073,4.18186,1.4086185711669963
qmof-762f2c9,6.59694463,0.070811715,6.256602459,0.054647175,0.948409121,10.21389,14.11633,0.595754203
qmof-08a6002,26.17626549,0.397966663,65.30457657,0.896356854,2.494801124,4.82686,6.57083,1.0483214649205963
qmof-c59d505,13.06791743,0.333034334,87.9601502,0.797498235,6.730999846,3.57814,6.36611,1.113855060977014
qmof-fcc3039,26.63401955,0.630033186,86.55559834,1.100006722,3.249813577,4.67022,6.9109,0.9574594657494374
qmof-761ed66,19.27112244,0.290603778,54.43126162,0.571818879,2.824498769,3.90648,6.03311,1.5629219303529185
qmof-876342b,3.170686323,0.035944987,2.034761461,0.032417294,0.641741646,15.27146,20.26624,0.2681527842799022
qmof-69d7c75,20.50434489,0.764191226,86.65639612,1.199039306,4.226245539,4.01013,7.34516,1.1376342174155916
qmof-e1625e5,22.20266114,0.687572529,47.81601453,1.501923105,2.153616372,4.94742,6.50265,1.2130810319897618
qmof-a513da5,16.86354822,0.235237112,35.98312399,0.535684479,2.13378131,6.14227,7.41062,0.7949637339435488
qmof-9e6c541,44.60506132,1.550253472,112.8682221,4.794023341,2.53039047,6.96337,7.15973,0.9856657485746416
qmof-54da05e,35.67566359,0.289091442,84.09642781,0.782339525,2.357249154,7.28382,8.6031,0.9537703787665572
qmof-5fcd937,14.17699369,0.166798655,25.59766189,0.322082791,1.805577576,8.22444,8.54087,1.250917804735318
qmof-def2d98,16.563617,0.848260054,0.975956749,0.068117074,0.058921717,3.03956,3.91204,1.8849417369299548
qmof-2381376,31.67620704,0.199932872,68.62456294,0.572614163,2.166438768,7.36152,7.91228,0.8083803468311509
qmof-730a3ab,6.257811405,0.064180244,5.412273811,0.044315083,0.864882858,9.34685,16.29508,0.5614941951715934
qmof-4a90c3e,23.58732136,0.109952014,67.411152,0.903375103,2.857940119,5.14143,6.23368,0.8290200274616469
qmof-3d70d00,2.778506177,0.72124159,43.00250176,0.688399498,15.47684224,3.80691,4.84487,1.712672932886725
qmof-89e1f79,7.810178894,0.089519255,8.021127599,0.183090539,1.027009459,8.52832,16.14559,0.7575277508537969
qmof-d9f6091,12.91623576,0.530774056,51.68399646,0.681574436,4.001475154,4.57965,5.7076,1.234665216597174
qmof-a433ce3,3.723029859,0.788408399,50.63789559,0.811580714,13.60125959,3.23504,5.13417,1.2774804358805565
